"","DR.Number","Date.Reported","Date.Occurred","Time.Occurred","Area.ID","Area.Name","Reporting.District","Crime.Code","Crime.Code.Description","MO.Codes","Victim.Age","Victim.Sex","Victim.Descent","Premise.Code","Premise.Description","Address","Cross.Street","Location","Zip.Codes","Census.Tracts","Precinct.Boundaries","LA.Specific.Plans","Council.Districts","Neighborhood.Councils..Certified."
"404366",111416054,"2011-05-29T00:00:00.000","2011-05-28T00:00:00.000",1930,14,"Pacific",1427,997,"TRAFFIC COLLISION","",21,"M","W",101,"STREET","17TH                         ST","PACIFIC                      AV","{'longitude': '-118.4033', 'latitude': '33.8903'}",25064,2031,NA,NA,NA,NA
"291343",131120552,"2013-11-22T00:00:00.000","2013-11-22T00:00:00.000",815,11,"Northeast",1138,997,"TRAFFIC COLLISION","3101 3401 3701 3008 3026",NA,"M","H",101,"STREET","AVENUE 60","FIGUEROA","{'longitude': '-118.1898', 'latitude': '34.1111'}",23673,371,582,28,11,93
"304341",132114160,"2013-08-15T00:00:00.000","2013-08-15T00:00:00.000",1630,21,"Topanga",2103,997,"TRAFFIC COLLISION","3004 3036 3025 3101 3401 3701 4026",55,"F","W",101,"STREET","TOPANGA CANYON               BL","GRESHAM                      ST","{'longitude': '-118.6029', 'latitude': '34.2315'}",4279,92,1456,NA,2,37
"178399",161706959,"2016-03-02T00:00:00.000","2016-03-02T00:00:00.000",1040,17,"Devonshire",1788,997,"TRAFFIC COLLISION","3004 3036 3029 3026 3101 3401 3701 4017",58,"F","O",101,"STREET","BALBOA                       BL","NORDHOFF                     ST","{'longitude': '-118.5025', 'latitude': '34.2358'}",18914,119,1417,NA,2,87
"363392",121510107,"2012-04-19T00:00:00.000","2012-04-19T00:00:00.000",1350,15,"N Hollywood",1539,997,"TRAFFIC COLLISION","3004 3030 3036 3101 3401 3701 3026",44,"M","W",101,"STREET","VINELAND                     AV","BURBANK                      BL","{'longitude': '-118.3703', 'latitude': '34.1722'}",8488,198,1077,NA,5,13
"245778",141428922,"2014-11-17T00:00:00.000","2014-11-16T00:00:00.000",1645,14,"Pacific",1413,997,"TRAFFIC COLLISION","3004 3028 3030 3035 3037 3101 3401 3701 4014",28,"F","O",101,"STREET","ABBOT KINNEY                 BL","N  SANTA CLARA","{'longitude': '-118.467', 'latitude': '33.9912'}",25073,907,1266,10,10,30
"150472",161014829,"2016-08-29T00:00:00.000","2016-08-29T00:00:00.000",2310,10,"West Valley",1033,997,"TRAFFIC COLLISION","3030 3037 3028 3101 3401 3701 4026 3006",20,"M","O",101,"STREET","ERWIN                        ST","YOLANDA                      AV","{'longitude': '-118.5404', 'latitude': '34.1839'}",18909,270,312,NA,4,10
"248196",142018634,"2014-10-29T00:00:00.000","2014-10-29T00:00:00.000",1930,20,"Olympic",2034,997,"TRAFFIC COLLISION","3004 3026 3029 3034 3036 3101 3401 3701 4020",47,"F","H",101,"STREET","IROLO                        AV","7TH                          ST","{'longitude': '-118.3009', 'latitude': '34.0598'}",22726,NA,638,NA,12,89
"1083",190610245,"2019-04-18T00:00:00.000","2019-04-18T00:00:00.000",1630,6,"Hollywood",632,997,"TRAFFIC COLLISION","",35,"M","H",101,"STREET","SUNSET                       BL","SELMA                        AV","{'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'longitude': '-118.3667', 'latitude': '34.098'}",23677,458,728,NA,7,NA
"122488",170806516,"2017-02-25T00:00:00.000","2017-02-25T00:00:00.000",900,8,"West LA",897,997,"TRAFFIC COLLISION","3011 3028 3030 3035 3037 3101 3401 3701 4027",41,"F","W",101,"STREET","BEVERLY                      DR","KINCARDINE                   AV","{'longitude': '-118.3971', 'latitude': '34.0355'}",23451,879,1362,NA,6,95
"93717",170123225,"2017-08-27T00:00:00.000","2017-08-26T00:00:00.000",1745,1,"Central",111,997,"TRAFFIC COLLISION","3101 3401 3701 3004 3034 3026",21,"M","H",101,"STREET","BROADWAY","CESAR CHAVEZ","{'longitude': '-118.2402', 'latitude': '34.0586'}",22728,539,449,NA,11,28
"194995",150919541,"2015-11-11T00:00:00.000","2015-11-09T00:00:00.000",1930,9,"Van Nuys",935,997,"TRAFFIC COLLISION","3006 3030 3028 3037 3101 3401 3701 4026",53,"M","O",101,"STREET","HAZELTINE                    AV","CALVERT                      ST","{'longitude': '-118.44', 'latitude': '34.1822'}",19729,237,1338,NA,3,18
"17704",180820941,"2018-12-18T00:00:00.000","2018-12-18T00:00:00.000",1925,8,"West LA",817,997,"TRAFFIC COLLISION","3004 3028 3030 3035 3037 3102 3401 3701 4008",34,"F","O",101,"STREET","GAYLEY                       AV","WEYBURN","{'longitude': '-118.448', 'latitude': '34.062'}",23442,851,768,9,6,72
"326135",130607232,"2013-02-18T00:00:00.000","2013-02-17T00:00:00.000",130,6,"Hollywood",667,997,"TRAFFIC COLLISION","3004 3030 3035 3037 3401 3701 3102 4006 1501",32,"M","H",108,"PARKING LOT","SUNSET","GOWER","{'longitude': '-118.3223', 'latitude': '34.098'}",23446,423,539,NA,8,57
"359752",121213460,"2012-05-18T00:00:00.000","2012-05-18T00:00:00.000",2250,12,"77th Street",1243,997,"TRAFFIC COLLISION","3006 3028 3030 3101",58,"M","B",101,"STREET","VAN NESS                     AV","65TH                         PL","{'longitude': '-118.3177', 'latitude': '33.98'}",23678,770,1060,7,14,35
"408451",110708681,"2011-04-24T00:00:00.000","2011-04-24T00:00:00.000",1715,7,"Wilshire",729,997,"TRAFFIC COLLISION","",50,"M","A",101,"STREET","3RD                          ST","ARDEN                        BL","{'longitude': '-118.3259', 'latitude': '34.069'}",22721,577,348,NA,7,86
"451542",101610389,"2010-05-11T00:00:00.000","2010-05-10T00:00:00.000",1315,16,"Foothill",1689,997,"TRAFFIC COLLISION","0605",46,"F","H",101,"STREET","PENROSE                      ST","SAN FERNANDO                 RD","{'longitude': '-118.377', 'latitude': '34.2251'}",19335,166,272,NA,3,21
"189980",150519394,"2015-12-12T00:00:00.000","2015-12-12T00:00:00.000",300,5,"Harbor",555,997,"TRAFFIC COLLISION","",42,"F","W",101,"STREET","MEYLER                       ST","UPLAND                       AV","{'longitude': '-118.2967', 'latitude': '33.75'}",3342,974,1286,NA,15,36
"267421",142011325,"2014-06-06T00:00:00.000","2014-06-06T00:00:00.000",1225,20,"Olympic",2001,997,"TRAFFIC COLLISION","3004 3026 3035 3034 3037 3101 3401 3701 4027",57,"M","B",101,"STREET","WILTON","ROSEWOOD","{'longitude': '-118.3135', 'latitude': '34.0794'}",22721,450,1053,NA,7,86
"55536",180909805,"2018-04-23T00:00:00.000","2018-04-23T00:00:00.000",750,9,"Van Nuys",932,997,"TRAFFIC COLLISION","3004 3037 3602 3102 3401 3701 4026 3026 3032",50,"M","W",108,"PARKING LOT","VICTORY                      BL","KESTER                       AV","{'longitude': '-118.4575', 'latitude': '34.1867'}",19735,232,540,NA,3,18
"250292",140123409,"2014-10-14T00:00:00.000","2014-10-14T00:00:00.000",1215,1,"Central",128,997,"TRAFFIC COLLISION","3401 3701 3011 3034 3102 3002",28,"F","B",108,"PARKING LOT","TEMPLE                       ST","JUDGE JOHN A                 ST","{'longitude': '-118.24', 'latitude': '34.0498'}",22728,536,1502,NA,9,28
"366133",121607848,"2012-03-28T00:00:00.000","2012-03-28T00:00:00.000",615,16,"Foothill",1687,997,"TRAFFIC COLLISION","3006 3037 3030 3101 3401 3701",53,"M","W",101,"STREET","SAN FERNANDO                 RD","FLEETWOOD                    ST","{'longitude': '-118.3793', 'latitude': '34.2261'}",19335,162,272,NA,3,21
"437342",101320354,"2010-09-05T00:00:00.000","2010-09-05T00:00:00.000",1500,13,"Newton",1351,997,"TRAFFIC COLLISION","",NA,"F","H",108,"PARKING LOT","VERNON","AVALON","{'longitude': '-118.2652', 'latitude': '34.0039'}",22727,717,893,7,13,NA
"213684",152112537,"2015-07-08T00:00:00.000","2015-07-07T00:00:00.000",1400,21,"Topanga",2177,997,"TRAFFIC COLLISION","4010 3006 3028 3037 3101 3401 3701 3030",NA,"M","O",101,"STREET","OSO                          AV","OXNARD                       ST","{'longitude': '-118.577', 'latitude': '34.178'}",19347,305,484,NA,4,49
"377975",110418137,"2011-12-23T00:00:00.000","2011-12-23T00:00:00.000",240,4,"Hollenbeck",477,997,"TRAFFIC COLLISION","0605",22,"M","H",101,"STREET","SOTO                         ST","INEZ                         ST","{'longitude': '-118.2144', 'latitude': '34.0364'}",23441,523,947,NA,9,38
"329109",132005064,"2013-01-23T00:00:00.000","2013-01-23T00:00:00.000",1640,20,"Olympic",2015,997,"TRAFFIC COLLISION","0605 3035 4020 3004 3030 3036 3101 3401 3701",55,"M","A",101,"STREET","BEVERLY                      BL","BERENDO                      ST","{'longitude': '-118.2942', 'latitude': '34.0763'}",22721,582,936,16,8,89
"453336",101411361,"2010-04-26T00:00:00.000","2010-04-25T00:00:00.000",2310,14,"Pacific",1488,997,"TRAFFIC COLLISION","",46,"M","W",101,"STREET","AIRPORT                      BL","98TH                         ST","{'longitude': '-118.386', 'latitude': '33.9474'}",23676,2340,445,12,10,16
"307768",131315029,"2013-07-18T00:00:00.000","2013-07-17T00:00:00.000",1805,13,"Newton",1333,997,"TRAFFIC COLLISION","3008 3101 3401 3701 3036 3026",45,"M","H",101,"STREET","GRIFFITH                     AV","29TH                         ST","{'longitude': '-118.2592', 'latitude': '34.0171'}",22727,706,965,7,13,6
"78108",171325033,"2017-11-30T00:00:00.000","2017-11-30T00:00:00.000",1830,13,"Newton",1353,997,"TRAFFIC COLLISION","3101 3401 3701 3004 3030",36,"M","B",101,"STREET","45TH","CENTRAL                      AV","{'longitude': '-118.2565', 'latitude': '34.0029'}",22727,717,563,7,13,NA
"351210",121515543,"2012-07-27T00:00:00.000","2012-07-27T00:00:00.000",1620,15,"N Hollywood",1581,997,"TRAFFIC COLLISION","",64,"F","W",101,"STREET","LAUREL CANYON","RIVERSIDE","{'longitude': '-118.3965', 'latitude': '34.1576'}",8890,345,1336,17,5,39
"142907",161225497,"2016-10-15T00:00:00.000","2016-10-15T00:00:00.000",1545,12,"77th Street",1273,997,"TRAFFIC COLLISION","4025 3004 3029 3026 3101",48,"F","B",108,"PARKING LOT","MANCHESTER                   AV","NORMANDIE                    AV","{'longitude': '-118.3003', 'latitude': '33.96'}",23678,784,1166,7,14,20
"290620",130920814,"2013-11-29T00:00:00.000","2013-11-29T00:00:00.000",100,9,"Van Nuys",969,997,"TRAFFIC COLLISION","3006 3030 3037 3101 3701 4026",20,"F","H",101,"STREET","MAGNOLIA                     BL","COLDWATER CA","{'longitude': '-118.4166', 'latitude': '34.162'}",19736,203,645,NA,7,83
"20796",180326507,"2018-11-30T00:00:00.000","2018-11-30T00:00:00.000",1950,3,"Southwest",334,997,"TRAFFIC COLLISION","4025 3036 3004 3026 3101",54,"M","H",101,"STREET","CRENSHAW                     BL","JEFFERSON                    BL","{'longitude': '-118.3351', 'latitude': '34.0256'}",23079,668,926,7,12,17
"413213",112111654,"2011-06-06T00:00:00.000","2011-03-17T00:00:00.000",400,21,"Topanga",2105,997,"TRAFFIC COLLISION","1501",56,"F","O",101,"STREET","TOPANGA CANYON               BL","SCHOENBORN","{'longitude': '-118.606', 'latitude': '34.221'}",4279,92,411,NA,2,44
"391763",111716765,"2011-09-07T00:00:00.000","2011-09-07T00:00:00.000",1305,17,"Devonshire",1723,997,"TRAFFIC COLLISION","",49,"M","W",101,"STREET","DEVONSHIRE                   ST","INDEPENDENCE                 AV","{'longitude': '-118.5908', 'latitude': '34.2573'}",4284,86,1256,4,2,43
"363624",120509602,"2012-04-18T00:00:00.000","2012-04-17T00:00:00.000",1930,5,"Harbor",517,997,"TRAFFIC COLLISION","",38,"M","H",101,"STREET","PACIFIC COAST                HY","ISLAND                       AV","{'longitude': '-118.267', 'latitude': '33.791'}",3350,954,1203,NA,15,15
"410284",110509071,"2011-04-09T00:00:00.000","2011-04-09T00:00:00.000",1640,5,"Harbor",511,997,"TRAFFIC COLLISION","",32,"M","H",101,"STREET","WESTERN                      AV","253RD                        PL","{'longitude': '-118.3076', 'latitude': '33.7948'}",3335,949,386,NA,15,29
"433189",100624760,"2010-10-09T00:00:00.000","2010-10-08T00:00:00.000",1755,6,"Hollywood",645,997,"TRAFFIC COLLISION","",37,"F","W",101,"STREET","SUNSET                       BL","SYCAMORE","{'longitude': '-118.3425', 'latitude': '34.098'}",23446,414,1303,NA,8,34
"250610",141222460,"2014-10-12T00:00:00.000","2014-10-11T00:00:00.000",1200,12,"77th Street",1283,997,"TRAFFIC COLLISION","0605",22,"F","B",101,"STREET","VAN NESS","94TH                         ST","{'longitude': '-118.3177', 'latitude': '33.9513'}",23678,779,1168,7,14,20
"276118",141808325,"2014-03-28T00:00:00.000","2014-03-28T00:00:00.000",1558,18,"Southeast",1821,997,"TRAFFIC COLLISION","3003 3026 3029 3102",NA,"X","X",101,"STREET","FIGUEROA                     ST","CENTURY                      BL","{'longitude': '-118.2826', 'latitude': '33.9456'}",22352,803,1165,7,14,45
"67561",181005669,"2018-02-06T00:00:00.000","2018-02-06T00:00:00.000",1315,10,"West Valley",1033,997,"TRAFFIC COLLISION","3004 3036 3026 3101 3401 3701 4026",27,"M","B",101,"STREET","VICTORY                      BL","YOLANDA                      AV","{'longitude': '-118.5404', 'latitude': '34.1866'}",18909,270,312,NA,4,12
"449900",100810305,"2010-05-23T00:00:00.000","2010-05-23T00:00:00.000",930,8,"West LA",881,997,"TRAFFIC COLLISION","",46,"F","W",101,"STREET","BARRINGTON","LA GRANGE","{'longitude': '-118.449', 'latitude': '34.0356'}",23443,867,1517,9,10,50
"226428",150408311,"2015-04-07T00:00:00.000","2015-04-07T00:00:00.000",1650,4,"Hollenbeck",459,997,"TRAFFIC COLLISION","3101 3401 3701 3006 3030",41,"F","H",101,"STREET","FRESNO                       ST","MALABAR                      ST","{'longitude': '-118.1943', 'latitude': '34.0449'}",24028,515,946,NA,9,38
"183813",161105201,"2016-01-27T00:00:00.000","2016-01-26T00:00:00.000",2125,11,"Northeast",1186,997,"TRAFFIC COLLISION","3101 3401 3701 3011 3034 3801",NA,"M","O",101,"STREET","ELYSIAN PARK                 DR","PARK ROW                     DR","{'longitude': '-118.2333', 'latitude': '34.0825'}",22728,2327,1368,NA,11,31
"367648",121807969,"2012-03-17T00:00:00.000","2012-03-17T00:00:00.000",1550,18,"Southeast",1871,997,"TRAFFIC COLLISION","",58,"M","H",101,"STREET","FIGUEROA                     ST","135TH                        ST","{'longitude': '-118.2827', 'latitude': '33.9092'}",24355,939,1243,7,15,53
"346005",121318924,"2012-09-12T00:00:00.000","2012-09-07T00:00:00.000",1000,13,"Newton",1307,997,"TRAFFIC COLLISION","3101 3401 3701 3006 3030 3032",NA,"","",101,"STREET","MCGARRY","OLYMPIC","{'longitude': '-118.2404', 'latitude': '34.0289'}",23082,703,1018,NA,9,76
"64527",180307995,"2018-02-28T00:00:00.000","2018-02-25T00:00:00.000",1130,3,"Southwest",374,997,"TRAFFIC COLLISION","0605 4025 3036 3004 3028 3030 3101",38,"F","B",101,"STREET","ARLINGTON                    AV","39TH                         ST","{'longitude': '-118.3182', 'latitude': '34.0146'}",22725,747,1017,7,14,32
"297882",130414794,"2013-10-07T00:00:00.000","2013-10-04T00:00:00.000",1645,4,"Hollenbeck",412,997,"TRAFFIC COLLISION","3101 3401 3701 3004 3030",61,"F","A",108,"PARKING LOT","AVENUE 22","BROADWAY","{'longitude': '-118.2178', 'latitude': '34.0736'}",23448,492,721,NA,11,1
"16290",181824995,"2018-12-30T00:00:00.000","2018-12-29T00:00:00.000",2030,18,"Southeast",1822,997,"TRAFFIC COLLISION","4025 3036 3004 3028 3101 1501",30,"M","B",101,"STREET","108TH                        ST","AVALON                       BL","{'longitude': '-118.2772', 'latitude': '33.9469'}",22352,804,1172,7,14,45
"412187",110309421,"2011-03-29T00:00:00.000","2011-03-25T00:00:00.000",1125,3,"Southwest",363,997,"TRAFFIC COLLISION","0605",24,"M","B",101,"STREET","SANTA ROSALIA                DR","STOCKER                      ST","{'longitude': '-118.3398', 'latitude': '34.0105'}",22725,761,1031,7,12,54
"38071",181516184,"2018-08-14T00:00:00.000","2018-08-14T00:00:00.000",1450,15,"N Hollywood",1523,997,"TRAFFIC COLLISION","3004 3028 3036 3101 3401 3701 4015 3030",NA,"M","O",101,"STREET","COLDWATER CANYON             AV","VICTORY                      BL","{'longitude': '-118.4137', 'latitude': '34.1867'}",8889,187,392,NA,5,70
"447718",100512504,"2010-06-11T00:00:00.000","2010-06-10T00:00:00.000",1400,5,"Harbor",505,997,"TRAFFIC COLLISION","",25,"M","O",101,"STREET","VERMONT                      AV","KNOX                         ST","{'longitude': '-118.2905', 'latitude': '33.8542'}",25716,944,798,NA,NA,NA
"464755",100805047,"2010-01-24T00:00:00.000","2010-01-23T00:00:00.000",1315,8,"West LA",824,997,"TRAFFIC COLLISION","",32,"M","W",101,"STREET","SUNSET                       BL","CAPRI                        DR","{'longitude': '-118.5026', 'latitude': '34.0529'}",25066,833,1524,NA,10,NA
"292150",131923157,"2013-11-17T00:00:00.000","2013-11-16T00:00:00.000",2220,19,"Mission",1906,997,"TRAFFIC COLLISION","4019 3006 3030 3037 3101 3401 3701",NA,"M","O",101,"STREET","13900    CLAYWOOD                     AV","","{'longitude': '-118.4274', 'latitude': '34.3261'}",18912,38,1279,NA,1,47
"111054",171911224,"2017-05-08T00:00:00.000","2017-05-07T00:00:00.000",1415,19,"Mission",1916,997,"TRAFFIC COLLISION","3004 3029 3026 3101 3401 3701 4019 3037",NA,"M","H",101,"STREET","HUBBARD                      ST","DRONFIELD                    AV","{'longitude': '-118.4333', 'latitude': '34.3048'}",18912,42,1401,NA,1,47
"389717",111717579,"2011-09-23T00:00:00.000","2011-09-22T00:00:00.000",1520,17,"Devonshire",1768,997,"TRAFFIC COLLISION","",20,"F","H",101,"STREET","BALBOA                       BL","SUPERIOR                     ST","{'longitude': '-118.5024', 'latitude': '34.2466'}",18914,119,1281,NA,2,87
"177547",160608134,"2016-03-07T00:00:00.000","2016-03-07T00:00:00.000",335,6,"Hollywood",666,997,"TRAFFIC COLLISION","3004 3029 3035 3037 3101 3401 3701 4006 3026",26,"F","H",101,"STREET","VINE                         ST","LA MIRADA                    AV","{'longitude': '-118.3266', 'latitude': '34.0935'}",23669,423,539,NA,8,34
"273679",141411859,"2014-04-18T00:00:00.000","2014-04-17T00:00:00.000",1500,14,"Pacific",1458,997,"TRAFFIC COLLISION","3012 3030 3035 3037 3101 3401 3701 4014",54,"M","",103,"ALLEY","CULVER                       BL","MCLAUGHLIN                   AV","{'longitude': '-118.4151', 'latitude': '33.9987'}",24031,917,356,10,10,85
"229481",150208169,"2015-03-16T00:00:00.000","2015-03-16T00:00:00.000",835,2,"Rampart",246,997,"TRAFFIC COLLISION","3101 3401 3701 3004 3602 3026",28,"F","H",101,"STREET","WESTLAKE                     AV","3RD                          ST","{'longitude': '-118.2714', 'latitude': '34.0625'}",24352,551,518,NA,8,67
"189054",152120312,"2015-12-18T00:00:00.000","2015-12-18T00:00:00.000",1240,21,"Topanga",2114,997,"TRAFFIC COLLISION","3103 3401 3701 4026 3004 3037 3034 3028",40,"M","W",101,"STREET","SATICOY                      ST","TOPANGA CANYON               BL","{'longitude': '-118.606', 'latitude': '34.2083'}",4279,279,267,NA,4,37
"153959",161420870,"2016-08-07T00:00:00.000","2016-08-07T00:00:00.000",1900,14,"Pacific",1472,997,"TRAFFIC COLLISION","3006 3028 3030 3035 3037 3101 3401 3701 4014",60,"M","W",101,"STREET","CULVER                       BL","PERSHING                     DR","{'longitude': '-118.445', 'latitude': '33.9617'}",25075,937,241,24,10,16
"203297",150714804,"2015-09-16T00:00:00.000","2015-09-16T00:00:00.000",1830,7,"Wilshire",787,997,"TRAFFIC COLLISION","3004 3025 3035 3036 3101 3401 3701 4027",NA,"F","W",101,"STREET","VICTORIA","WASHINGTON","{'longitude': '-118.3324', 'latitude': '34.0399'}",23080,651,1105,NA,12,69
"123105",171406936,"2017-02-22T00:00:00.000","2017-02-21T00:00:00.000",2330,14,"Pacific",1494,997,"TRAFFIC COLLISION","3004 3028 3030 3035 3037 3101 3401 3701 4027",20,"M","B",101,"STREET","SEPULVEDA                    BL","IMPERIAL                     HY","{'longitude': '-118.3961', 'latitude': '33.9309'}",24683,2340,445,10,10,16
"21461",181616975,"2018-11-27T00:00:00.000","2018-11-26T00:00:00.000",1520,16,"Foothill",1641,997,"TRAFFIC COLLISION","3004 3036 3026 3101 3401 3701 4026",29,"M","H",101,"STREET","TERRA BELLA                  ST","HADDON                       AV","{'longitude': '-118.4225', 'latitude': '34.2552'}",18907,30,960,NA,1,11
"145505",160124407,"2016-09-30T00:00:00.000","2016-09-29T00:00:00.000",1825,1,"Central",111,997,"TRAFFIC COLLISION","3101 3401 3701 3004 3034",38,"M","B",101,"STREET","ALAMEDA","LOS ANGELES","{'longitude': '-118.2374', 'latitude': '34.0563'}",22728,532,1322,27,9,28
"108023",170211307,"2017-05-27T00:00:00.000","2017-05-27T00:00:00.000",1,2,"Rampart",245,997,"TRAFFIC COLLISION","0605 3101 3401 3701 3006 3030",NA,"X","X",101,"STREET","400 S  LAKE                         ST","","{'longitude': '-118.2747', 'latitude': '34.0621'}",24352,559,690,NA,11,63
"127658",171210331,"2017-03-30T00:00:00.000","2017-01-22T00:00:00.000",2030,12,"77th Street",1245,997,"TRAFFIC COLLISION","4012 3037 3006 3028 3030 3101",26,"F","O",101,"STREET","69TH                         ST","NORMANDIE                    AV","{'longitude': '-118.3003', 'latitude': '33.977'}",23678,772,1054,7,14,35
"421845",111204382,"2011-01-06T00:00:00.000","2011-01-06T00:00:00.000",1500,12,"77th Street",1258,997,"TRAFFIC COLLISION","",99,"F","O",101,"STREET","BROADWAY","FLORENCE","{'longitude': '-118.2783', 'latitude': '33.9747'}",22352,787,995,7,13,46
"349633",121219245,"2012-08-09T00:00:00.000","2012-08-09T00:00:00.000",1610,12,"77th Street",1268,997,"TRAFFIC COLLISION","",NA,"M","H",101,"STREET","83RD                         ST","MAIN                         ST","{'longitude': '-118.2739', 'latitude': '33.9642'}",22352,794,1002,7,13,46
"340547",121719107,"2012-10-20T00:00:00.000","2012-10-19T00:00:00.000",1500,17,"Devonshire",1715,997,"TRAFFIC COLLISION","3004 3037 3026 3101 3401 3701 4026",72,"M","W",101,"STREET","NUGENT","REGENCY","{'longitude': '-118.5157', 'latitude': '34.29'}",19329,54,1407,NA,2,78
"358431",121214160,"2012-05-29T00:00:00.000","2012-05-29T00:00:00.000",1140,12,"77th Street",1213,997,"TRAFFIC COLLISION","3026 3029 3101 3004",42,"M","B",101,"STREET","WESTERN                      AV","51ST                         ST","{'longitude': '-118.3089', 'latitude': '33.997'}",24027,742,1049,7,14,35
"207631",150915416,"2015-08-18T00:00:00.000","2015-08-18T00:00:00.000",730,9,"Van Nuys",933,997,"TRAFFIC COLLISION","3004 3036 3026 3101 3401 3701 4026",34,"F","B",101,"STREET","VICTORY                      BL","VESPER                       AV","{'longitude': '-118.4509', 'latitude': '34.1867'}",19735,232,290,NA,3,18
"464960",100605518,"2010-01-23T00:00:00.000","2010-01-22T00:00:00.000",2000,6,"Hollywood",659,997,"TRAFFIC COLLISION","",36,"F","O",101,"STREET","DE LONGPRE","HARVARD","{'longitude': '-118.3043', 'latitude': '34.0967'}",23445,428,456,NA,8,58
"159760",161611116,"2016-06-30T00:00:00.000","2016-06-30T00:00:00.000",1315,16,"Foothill",1675,997,"TRAFFIC COLLISION","3004 3037 3034 3028 3101 3401 3701 4026",32,"M","W",101,"STREET","GLENOAKS                     BL","TUXFORD                      ST","{'longitude': '-118.3729', 'latitude': '34.236'}",19335,155,1371,8,3,21
"222781",151709910,"2015-05-02T00:00:00.000","2015-05-02T00:00:00.000",2000,17,"Devonshire",1791,997,"TRAFFIC COLLISION","3004 3036 3026 3602 3101 3401 3701 4017",54,"M","H",101,"STREET","PARTHENIA                    ST","WINNETKA                     AV","{'longitude': '-118.5711', 'latitude': '34.2282'}",4282,103,935,NA,4,66
"315620",132109890,"2013-05-13T00:00:00.000","2013-05-13T00:00:00.000",1200,21,"Topanga",2147,997,"TRAFFIC COLLISION","3004 3034 3028 3037 3101 3401 3701 4026",62,"M","W",101,"STREET","SHERMAN                      WY","DE SOTO                      AV","{'longitude': '-118.5885', 'latitude': '34.2011'}",4278,271,273,NA,4,37
"330073",130504634,"2013-01-15T00:00:00.000","2013-01-15T00:00:00.000",750,5,"Harbor",514,997,"TRAFFIC COLLISION","3008 3024 3101",20,"M","H",101,"STREET","PACIFIC COAST                HY","FIGUEROA                     PL","{'longitude': '-118.2811', 'latitude': '33.7905'}",3350,956,1199,NA,15,15
"299631",131318496,"2013-09-20T00:00:00.000","2013-09-20T00:00:00.000",1705,13,"Newton",1365,997,"TRAFFIC COLLISION","3101 3401 3701 3004 3030 1300 0605",31,"F","B",101,"STREET","HOOPER                       AV","VERNON                       AV","{'longitude': '-118.2521', 'latitude': '34.0039'}",22727,719,982,7,13,51
"414728",110507227,"2011-03-06T00:00:00.000","2011-03-05T00:00:00.000",2300,5,"Harbor",516,997,"TRAFFIC COLLISION","0605 1300",26,"M","O",101,"STREET","1300    MARINE                       AV","","{'longitude': '-118.2644', 'latitude': '33.7888'}",3350,960,1200,NA,15,15
"217383",151912800,"2015-06-12T00:00:00.000","2015-06-11T00:00:00.000",2210,19,"Mission",1916,997,"TRAFFIC COLLISION","3004 3037 3030 3028 3101 3401 3701 4026",21,"M","H",101,"STREET","DRONFIELD                    AV","POLK                         ST","{'longitude': '-118.4438', 'latitude': '34.3129'}",18912,44,1529,NA,1,47
"140465",161820497,"2016-10-31T00:00:00.000","2016-10-30T00:00:00.000",200,18,"Southeast",1842,997,"TRAFFIC COLLISION","3004 3028 3030 3101 4018",27,"M","H",101,"STREET","MAIN                         ST","IMPERIAL                     HY","{'longitude': '-118.2739', 'latitude': '33.931'}",24355,809,1194,7,15,53
"310447",130410785,"2013-06-26T00:00:00.000","2013-06-25T00:00:00.000",1515,4,"Hollenbeck",487,997,"TRAFFIC COLLISION","0605 3401 3701 3032 3101 3006 3030",57,"M","O",101,"STREET","1100 S  SOTO                         ST","","{'longitude': '-118.219', 'latitude': '34.0289'}",23441,535,961,NA,9,38
"48682",181813062,"2018-06-08T00:00:00.000","2018-06-07T00:00:00.000",100,18,"Southeast",1842,997,"TRAFFIC COLLISION","4025 3037 3006 3028 3030 3101",NA,"M","O",101,"STREET","95TH","WADSWORTH","{'longitude': '-118.2761', 'latitude': '33.9347'}",24355,812,704,7,14,NA
"267130",142011425,"2014-06-09T00:00:00.000","2014-06-08T00:00:00.000",2110,20,"Olympic",2099,997,"TRAFFIC COLLISION","3003 3034 3037 3101 3401 3701 4027 3027",65,"M","H",101,"STREET","WASHINGTON                   BL","ORCHARD                      AV","{'longitude': '-118.2883', 'latitude': '34.04'}",22724,681,1282,NA,11,8
"30406",180516757,"2018-10-01T00:00:00.000","2018-10-01T00:00:00.000",2315,5,"Harbor",531,997,"TRAFFIC COLLISION","0605 4005 3004 3036 3101 3028",NA,"F","H",101,"STREET","WESTERN                      AV","ANAHEIM                      ST","{'longitude': '-118.3078', 'latitude': '33.7871'}",26327,951,644,NA,15,29
"262174",141216552,"2014-07-17T00:00:00.000","2014-07-17T00:00:00.000",1000,12,"77th Street",1269,997,"TRAFFIC COLLISION","4025 3006 3030 3101 3028",75,"M","B",101,"STREET","80TH                         ST","MCKINLEY                     AV","{'longitude': '-118.2608', 'latitude': '33.9665'}",22350,796,999,7,13,46
