"","Row original","Division of Records","Date Reported","Date Occurred","Time Occurred","Area ID","Area Name","Reporting Distric","Crime Code","Crime Code Description","Modus Operandi Codes","Victim Age","Victim Sex","Victim Descent","Premise Code","Premise Description","Address","Cross Street","Location","Zip Codes","Census Tracts","Precint Boundaries","LA Specific Plans","Council Districts","Neighborhood Councils"
"8500",28060,190804495,"2018-10-15","2018-10-15",1711,8,"West LA",833,997,"TRAFFIC COLLISION","3004 3026 3035 3036 3101 3401 3701 4008",49,"M","H",101,"STREET","WILSHIRE                     BL","MALCOLM","{'longitude': '-118.4426', 'latitude': '34.0591'}",23442,854,742,9,6,72
"8501",48728,182012574,"2018-06-07","2018-06-07",215,20,"Olympic",2027,997,"TRAFFIC COLLISION","3003 3025 3035 3036 3101 3401 3701 4020",29,"M","O",101,"STREET","WILSHIRE                     BL","MARIPOSA                     AV","{'longitude': '-118.2992', 'latitude': '34.0618'}",22726,598,1261,NA,12,89
"8502",409228,112010027,"2011-04-18","2011-04-17",2240,20,"Olympic",2088,997,"TRAFFIC COLLISION","",57,"M","H",101,"STREET","WASHINGTON                   BL","VERMONT                      AV","{'longitude': '-118.2916', 'latitude': '34.04'}",22724,681,1282,NA,11,8
"8503",370528,120406309,"2012-02-23","2012-02-23",1820,4,"Hollenbeck",428,997,"TRAFFIC COLLISION","3401 3008 3036 3025 3101 3701 3034",NA,"M","H",101,"STREET","TEMPLETON","PHELPS","{'longitude': '-118.1769', 'latitude': '34.082'}",23449,503,611,NA,9,91
"8504",98824,171114446,"2017-08-01","2017-07-25",1200,11,"Northeast",1136,997,"TRAFFIC COLLISION","3101 3401 3701 3006 3030",64,"M","O",101,"STREET","1000    NORDICA                      DR","","{'longitude': '-118.2184', 'latitude': '34.1137'}",24030,385,1432,13,11,92
"8505",224187,150210009,"2015-04-22","2015-04-22",1500,2,"Rampart",203,997,"TRAFFIC COLLISION","3101 3401 3701 3004 3030",33,"F","O",101,"STREET","VERMONT                      AV","MARATHON                     ST","{'longitude': '-118.2917', 'latitude': '34.0857'}",23447,436,522,16,8,58
"8506",346588,121918584,"2012-09-03","2012-09-03",5,19,"Mission",1924,997,"TRAFFIC COLLISION","3101 3028 3006 3034 3037 3401 3701 4026",25,"F","H",101,"STREET","SAN FERNANDO                 RD","POLK                         ST","{'longitude': '-118.4592', 'latitude': '34.2992'}",18912,51,642,NA,1,47
"8507",216330,150811051,"2015-06-18","2015-06-18",1630,8,"West LA",814,997,"TRAFFIC COLLISION","3004 3028 3030 3035 3037 3101 3401 3701 4008",54,"F","W",101,"STREET","SUNSET","SAN DIEGO                    FY","{'longitude': '-118.4667', 'latitude': '34.0728'}",23680,831,774,NA,10,NA
"8508",326085,130705966,"2013-02-18","2013-02-18",650,7,"Wilshire",755,997,"TRAFFIC COLLISION","3004 3025 3036 4027 3035 3101 3401 3701",NA,"M","H",101,"STREET","REDONDO                      AV","SAN VICENTE                  BL","{'longitude': '-118.3485', 'latitude': '34.05'}",23080,646,1352,NA,12,23
"8509",3993,191508355,"2019-03-26","2019-03-26",850,15,"N Hollywood",1515,997,"TRAFFIC COLLISION","",44,"M","H",101,"STREET","LANKERSHIM                   BL","VANOWEN                      ST","{'longitude': '-118.3877', 'latitude': '34.194'}",8888,176,275,NA,5,14
"8510",113724,171310683,"2017-04-20","2017-04-20",635,13,"Newton",1354,997,"TRAFFIC COLLISION","3101 3401 3701 3004 3034",24,"F","H",101,"STREET","VERNON                       AV","MAIN                         ST","{'longitude': '-118.274', 'latitude': '34.0038'}",23668,737,655,7,13,NA
"8511",167041,161609464,"2016-05-15","2016-05-15",2340,16,"Foothill",1668,997,"TRAFFIC COLLISION","3008 3024 3101 3401 3701 4016 3036",NA,"M","O",101,"STREET","FOOTHILL                     BL","VALMONT                      ST","{'longitude': '-118.2955', 'latitude': '34.2523'}",3222,6,260,18,1,7
"8512",413193,111507821,"2011-03-17","2011-03-17",615,15,"N Hollywood",1523,997,"TRAFFIC COLLISION","",30,"M","A",101,"STREET","VICTORY","BELLAIRE","{'longitude': '-118.4094', 'latitude': '34.1869'}",8889,187,392,NA,5,70
"8513",109385,170114595,"2017-05-18","2017-05-18",1720,1,"Central",152,997,"TRAFFIC COLLISION","0605 3101 3401 3701 3004 3030",NA,"X","X",101,"STREET","FIGUEROA","7TH","{'longitude': '-118.2599', 'latitude': '34.0494'}",23078,546,733,NA,9,76
"8514",327449,130505568,"2013-02-06","2013-02-06",1230,5,"Harbor",503,997,"TRAFFIC COLLISION","3004 3026 3101",67,"F","W",101,"STREET","PACIFIC COAST                HY","SENATOR                      AV","{'longitude': '-118.3027', 'latitude': '33.7895'}",26327,949,1309,NA,15,29
"8515",287097,131429959,"2013-12-27","2013-12-27",1800,14,"Pacific",1494,997,"TRAFFIC COLLISION","3004 3028 3030 3035 3037 3104 3401 3701 4014",44,"F","W",101,"STREET","LINCOLN                      BL","SEPULDVED                    BL","{'longitude': '-118.4095', 'latitude': '33.942'}",23676,2340,445,12,10,16
"8516",71535,180904569,"2018-01-12","2018-01-11",2235,9,"Van Nuys",906,997,"TRAFFIC COLLISION","3004 3030 3028 3037 3101 3401 3701 4026",25,"M","H",101,"STREET","VALERIO                      ST","VAN NUYS                     BL","{'longitude': '-118.4488', 'latitude': '34.2048'}",19733,219,1324,NA,3,18
"8517",91466,171222359,"2017-09-10","2017-09-09",2131,12,"77th Street",1256,997,"TRAFFIC COLLISION","4025 3028 3101 3037 3034 3002",29,"M","H",108,"PARKING LOT","FIGUEROA                     ST","FLORENCE                     AV","{'longitude': '-118.2827', 'latitude': '33.9747'}",23675,774,756,7,14,NA
"8518",27419,180818395,"2018-10-26","2018-10-19",1500,8,"West LA",881,997,"TRAFFIC COLLISION","3006 3028 3030 3035 3037 3101 3401 3701 4008",27,"M","O",101,"STREET","BUNDY                        DR","MISSOURI","{'longitude': '-118.4555', 'latitude': '34.0339'}",23443,867,750,9,10,50
"8519",107661,170710614,"2017-05-29","2017-05-29",1555,7,"Wilshire",702,997,"TRAFFIC COLLISION","3004 3028 3030 3035 3036 3101 3401 3701 4027",21,"M","H",101,"STREET","MELROSE","CURSON","{'longitude': '-118.3553', 'latitude': '34.0837'}",23677,447,804,NA,6,26
"8520",282492,140106477,"2014-02-06","2014-02-06",1035,1,"Central",185,997,"TRAFFIC COLLISION","3101 3401 3701 3006",NA,"M","H",101,"STREET","PICO                         BL","BONNIE BRAE","{'longitude': '-118.2799', 'latitude': '34.046'}",23076,575,908,NA,11,8
"8521",27104,181717946,"2018-10-21","2018-10-21",1920,17,"Devonshire",1794,997,"TRAFFIC COLLISION","3004 3026 3101 3401 3701 4010",54,"M","W",101,"STREET","ROSCOE","LINDLEY","{'longitude': '-118.5274', 'latitude': '34.2208'}",18514,254,282,NA,2,12
"8522",138247,161521480,"2016-11-13","2016-11-13",1900,15,"N Hollywood",1595,997,"TRAFFIC COLLISION","3004 3037 3030 3028 3101 3401 3701 4026",30,"F","W",101,"STREET","LAUREL CANYON                BL","LAUREL TERRACE               DR","{'longitude': '-118.3934', 'latitude': '34.1387'}",8492,351,1353,NA,5,84
"8523",462446,101106422,"2010-02-11","2010-02-11",1710,11,"Northeast",1102,997,"TRAFFIC COLLISION","",32,"F","H",101,"STREET","VESELICH","GARDEN","{'longitude': '-118.2679', 'latitude': '34.1264'}",23670,395,566,NA,8,42
"8524",348617,120318972,"2012-08-17","2012-08-17",1615,3,"Southwest",329,997,"TRAFFIC COLLISION","3002 3025 3101",27,"M","W",101,"STREET","29TH                         ST","FLOWER                       ST","{'longitude': '-118.2775', 'latitude': '34.0258'}",22724,701,967,7,13,32
"8525",299919,130414075,"2013-09-18","2013-09-18",920,4,"Hollenbeck",421,997,"TRAFFIC COLLISION","3101 3401 3701 3004 3602 3036 3026",28,"F","W",101,"STREET","BROADWAY","AVENUE 24","{'longitude': '-118.217', 'latitude': '34.0736'}",23448,492,721,NA,11,1
"8526",395895,112114546,"2011-08-04","2011-08-04",850,21,"Topanga",2126,997,"TRAFFIC COLLISION","",41,"F","H",101,"STREET","WYANDOTTE                    ST","DE SOTO                      AV","{'longitude': '-118.5885', 'latitude': '34.2029'}",4278,271,273,NA,4,37
"8527",401451,111712807,"2011-06-21","2011-06-21",1645,17,"Devonshire",1781,997,"TRAFFIC COLLISION","",59,"M","A",101,"STREET","PARTHENIA                    ST","WINNETKA                     AV","{'longitude': '-118.5725', 'latitude': '34.2282'}",4282,103,935,NA,4,66
"8528",161183,160315496,"2016-06-21","2016-06-21",1530,3,"Southwest",379,997,"TRAFFIC COLLISION","",NA,"X","X",101,"STREET","MARTIN LUTHER KING JR        BL","VERMONT                      AV","{'longitude': '-118.2915', 'latitude': '34.0109'}",23668,NA,977,7,13,32
"8529",288975,130718611,"2013-12-13","2013-12-12",2330,7,"Wilshire",773,997,"TRAFFIC COLLISION","3006 3030 3035 3037 3101 3401 3701 4027",NA,"","",101,"STREET","VENICE                       BL","CARMONA                      AV","{'longitude': '-118.3597', 'latitude': '34.044'}",23080,652,1349,NA,12,23
"8530",196599,150919054,"2015-10-30","2015-10-30",1500,9,"Van Nuys",971,997,"TRAFFIC COLLISION","3004 3037 3030 3028 3101 3701 4026",33,"M","H",101,"STREET","BURBANK","SEPULVEDA","{'longitude': '-118.463', 'latitude': '34.1564'}",19732,335,883,NA,7,83
"8531",460384,102008273,"2010-03-05","2010-02-27",1645,20,"Olympic",2027,997,"TRAFFIC COLLISION","",38,"M","K",101,"STREET","6TH","MARIPOSA","{'longitude': '-118.2992', 'latitude': '34.0636'}",23081,598,1261,NA,12,89
"8532",434944,101921825,"2010-09-25","2010-09-25",2025,19,"Mission",1999,997,"TRAFFIC COLLISION","",32,"F","H",101,"STREET","ROSCOE","WOODMAN","{'longitude': '-118.4328', 'latitude': '34.2217'}",19730,151,1040,NA,3,59
"8533",219862,150410202,"2015-05-24","2015-05-23",2010,4,"Hollenbeck",462,997,"TRAFFIC COLLISION","3101 3401 3701 3004 3036 3026",44,"F","O",101,"STREET","4TH                          ST","BOYLE                        ST","{'longitude': '-118.2196', 'latitude': '34.0431'}",23450,534,349,NA,9,38
"8534",293251,131017390,"2013-11-08","2013-11-07",2050,10,"West Valley",1004,997,"TRAFFIC COLLISION","3004 3030 3037 3101 3401 3701 4010",20,"M","W",101,"STREET","RESEDA                       BL","STRATHERN                    ST","{'longitude': '-118.5361', 'latitude': '34.2157'}",18909,249,274,NA,2,12
"8535",53325,180312439,"2018-05-07","2018-05-07",2115,3,"Southwest",399,997,"TRAFFIC COLLISION","4003 3026 3029 3101 3037 3003",32,"M","W",101,"STREET","43RD                         ST","FIGUEROA                     ST","{'longitude': '-118.2827', 'latitude': '34.0056'}",23668,735,865,7,13,2
"8536",385154,110817377,"2011-10-29","2011-10-28",1230,8,"West LA",822,997,"TRAFFIC COLLISION","",31,"F","O",101,"STREET","PACIFIC COAST","TAHITI","{'longitude': '-118.5376', 'latitude': '34.0368'}",25066,837,787,NA,10,NA
"8537",50532,180612818,"2018-05-26","2018-05-26",120,6,"Hollywood",645,997,"TRAFFIC COLLISION","3006 3028 3030 3035 3037 3101 3401 3701 4027",54,"M","O",101,"STREET","EL CERRITO                   PL","HOLLYWOOD                    BL","{'longitude': '-118.3448', 'latitude': '34.1016'}",23446,414,1303,NA,8,NA
"8538",411555,110707706,"2011-03-30","2011-03-30",1525,7,"Wilshire",721,997,"TRAFFIC COLLISION","",29,"F","W",101,"STREET","3RD                          ST","SHERBOURNE                   DR","{'longitude': '-118.3795', 'latitude': '34.0736'}",23679,633,809,NA,6,26
"8539",295483,131520126,"2013-10-23","2013-10-22",900,15,"N Hollywood",1515,997,"TRAFFIC COLLISION","1501 3004 3030 3036 3101 3401 3701 4015",57,"F","W",101,"STREET","VANOWEN                      ST","LANKERSHIM                   BL","{'longitude': '-118.3877', 'latitude': '34.194'}",8888,176,275,NA,5,14
"8540",32336,180620493,"2018-09-19","2018-09-19",950,6,"Hollywood",625,997,"TRAFFIC COLLISION","3009 3025 3035 3037 3101 3401 3701 4027",26,"M","W",101,"STREET","HIGHLAND                     AV","FRANKLIN                     AV","{'longitude': '-118.3383', 'latitude': '34.1042'}",23446,408,717,NA,7,82
"8541",328798,130705048,"2013-01-27","2013-01-26",2250,7,"Wilshire",734,997,"TRAFFIC COLLISION","3034 3101 3701 4027 3004 3037 3401",35,"M","B",101,"STREET","FAIRFAX                      AV","4TH                          ST","{'longitude': '-118.3614', 'latitude': '34.0699'}",23667,626,1097,NA,7,26
"8542",449806,101011115,"2010-05-24","2010-05-24",645,10,"West Valley",1089,997,"TRAFFIC COLLISION","",63,"M","W",101,"STREET","VENTURA                      BL","GLORIA                       AV","{'longitude': '-118.4793', 'latitude': '34.1558'}",19737,338,665,6,6,62
"8543",263193,140411392,"2014-07-09","2014-07-09",1450,4,"Hollenbeck",411,997,"TRAFFIC COLLISION","3101 3401 3701 3004 3026 3036",35,"F","H",101,"STREET","PASADENA                     AV","5                            FY","{'longitude': '-118.2193', 'latitude': '34.075'}",23448,485,648,NA,11,1
"8544",102638,170316130,"2017-06-30","2017-06-30",1620,3,"Southwest",313,997,"TRAFFIC COLLISION","4025 3036 3004 3026 3101",38,"F","B",101,"STREET","COLISEUM                     PL","CRENSHAW                     BL","{'longitude': '-118.3311', 'latitude': '34.0333'}",23079,657,903,7,12,19
"8545",81175,170325186,"2017-11-11","2017-11-10",2010,3,"Southwest",328,997,"TRAFFIC COLLISION","4025 3037 3006 3028 3101",25,"F","O",101,"STREET","PORTLAND                     ST","ADAMS                        BL","{'longitude': '-118.2821', 'latitude': '34.0309'}",22724,698,444,7,11,32
"8546",29243,182018720,"2018-10-09","2018-10-09",1350,20,"Olympic",2001,997,"TRAFFIC COLLISION","3004 3026 3035 3037 3101 3401 3701 4020",40,"F","O",101,"STREET","6TH","OXFORD","{'longitude': '-118.3181', 'latitude': '34.0799'}",22721,449,1308,NA,7,86
"8547",324808,132106607,"2013-02-28","2013-02-28",1310,21,"Topanga",2143,997,"TRAFFIC COLLISION","3034 3026 4026 3004 3037 3101 3401 3701",54,"M","O",101,"STREET","FALLBROOK","VICTORY","{'longitude': '-118.6234', 'latitude': '34.1907'}",4283,300,1475,NA,2,44
"8548",102906,171611392,"2017-06-28","2017-06-28",1107,16,"Foothill",1633,997,"TRAFFIC COLLISION","3004 3036 3030 3028 3101 3401 3701 4016",36,"M","W",101,"STREET","SUMMITROSE                   ST","FERNGLEN                     AV","{'longitude': '-118.4012', 'latitude': '34.2717'}",18907,18,1370,NA,1,11
"8549",269029,141912290,"2014-05-25","2014-05-24",1920,19,"Mission",1981,997,"TRAFFIC COLLISION","3006 3037 3028 3030 3101 3401 3701 4026",50,"F","H",101,"STREET","NOBLE                        AV","ROSCOE                       BL","{'longitude': '-118.4618', 'latitude': '34.2215'}",18914,127,452,NA,3,73
"8550",197579,150323451,"2015-10-28","2015-10-23",2130,3,"Southwest",331,997,"TRAFFIC COLLISION","3030 3004 3028 4025 3101",43,"M","O",101,"STREET","ADAMS","HAUSER","{'longitude': '-118.3492', 'latitude': '34.0283'}",23077,664,924,7,12,17
"8551",361353,120210968,"2012-05-09","2012-05-05",230,2,"Rampart",256,997,"TRAFFIC COLLISION","3101 3401 3701 3004 3030 3036",NA,"F","O",101,"STREET","WILSHIRE","BONNIE BRAE","{'longitude': '-118.2725', 'latitude': '34.0569'}",24352,561,836,NA,11,68
"8552",139069,160417370,"2016-11-08","2016-11-08",1245,4,"Hollenbeck",497,997,"TRAFFIC COLLISION","3101 3401 3701 3004 3026 3036",40,"F","H",101,"STREET","SOTO                         ST","SHORT                        ST","{'longitude': '-118.2118', 'latitude': '34.0187'}",23441,530,961,NA,9,38
"8553",170878,161008613,"2016-04-19","2016-04-19",1245,10,"West Valley",1089,997,"TRAFFIC COLLISION","3004 3037 3026 3101 3401 3701 4010",32,"M","O",101,"STREET","VENTURA                      BL","FIRMAMENT                    AV","{'longitude': '-118.4727', 'latitude': '34.1549'}",19737,338,678,6,6,62
"8554",272591,140808216,"2014-04-26","2014-04-26",1145,8,"West LA",859,997,"TRAFFIC COLLISION","3006 3030 3035 3037 3102 3401 3701 4027",40,"F","H",108,"PARKING LOT","LA CIENEGA                   BL","18TH                         ST","{'longitude': '-118.3768', 'latitude': '34.0445'}",23666,887,1102,NA,12,23
"8555",62967,181208999,"2018-03-07","2018-03-07",1100,12,"77th Street",1203,997,"TRAFFIC COLLISION","4012 3028 3030 3101 3037 3006 0605",NA,"X","X",101,"STREET","1800 W  VERNON                       AV","","{'longitude': '-118.3113', 'latitude': '34.0037'}",24027,732,1044,7,14,35
"8556",383319,111618934,"2011-11-12","2011-11-11",2300,16,"Foothill",1651,997,"TRAFFIC COLLISION","",27,"M","O",101,"STREET","LAUREL CANYON","BRANFORD","{'longitude': '-118.4164', 'latitude': '34.2439'}",18907,36,413,NA,1,11
"8557",346768,121221016,"2012-09-03","2012-09-01",1940,12,"77th Street",1209,997,"TRAFFIC COLLISION","3004 3026 3029 3101",65,"M","H",101,"STREET","FIGUEROA                     ST","47TH                         ST","{'longitude': '-118.2827', 'latitude': '34.0011'}",23668,739,896,7,13,2
"8558",4845,190807409,"2019-03-20","2019-03-20",53,8,"West LA",898,997,"TRAFFIC COLLISION","0605",31,"M","H",101,"STREET","ROBERTSON","KINCARDINE                   AV","{'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'longitude': '-118.3872', 'latitude': '34.0364'}",23451,878,1126,NA,12,95
"8559",465462,101505042,"2010-01-19","2010-01-18",2300,15,"N Hollywood",1549,997,"TRAFFIC COLLISION","",40,"M","O",101,"STREET","AUCKLAND","MAGNOLIA","{'longitude': '-118.3604', 'latitude': '34.1649'}",8488,214,559,NA,7,5
"8560",52245,181110475,"2018-05-14","2018-05-14",1435,11,"Northeast",1126,997,"TRAFFIC COLLISION","3101 3401 3701 3004 3026 3036 3602",42,"F","H",101,"STREET","AVENUE 51","CORINGA                      DR","{'longitude': '-118.2036', 'latitude': '34.1253'}",23673,358,1435,NA,9,93
"8561",163086,160116700,"2016-06-10","2016-06-09",1800,1,"Central",195,997,"TRAFFIC COLLISION","3101 3401 3701 3006 3030 3032 1501",38,"F","H",108,"PARKING LOT","LOS ANGELES","PICO","{'longitude': '-118.2593', 'latitude': '34.0357'}",23076,693,1291,NA,9,76
"8562",232277,151106686,"2015-02-25","2015-02-25",2115,11,"Northeast",1169,997,"TRAFFIC COLLISION","3101 3401 3701 3006 3030",42,"M","H",101,"STREET","AVE 52","GLEN ELLEN                   PL","{'longitude': '-118.1966', 'latitude': '34.1032'}",23673,375,588,NA,11,93
"8563",382302,111821928,"2011-11-21","2011-11-19",2215,18,"Southeast",1846,997,"TRAFFIC COLLISION","0605",NA,"M","W",101,"STREET","CENTRAL","IMPERIAL","{'longitude': '-118.2543', 'latitude': '33.9295'}",24354,809,1193,7,15,NA
"8564",57144,181211607,"2018-04-16","2018-04-13",1845,12,"77th Street",1265,997,"TRAFFIC COLLISION","4012 3037 3004 3026 3029 3101",NA,"M","O",101,"STREET","MANCHESTER                   AV","NORMANDIE","{'longitude': '-118.3003', 'latitude': '33.96'}",23678,784,1166,7,14,20
"8565",284775,142004750,"2014-01-17","2014-01-17",745,20,"Olympic",2033,997,"TRAFFIC COLLISION","3006 3030 3035 3037 3101 3401 3701 4027",35,"M","W",101,"STREET","WILSHIRE                     BL","WESTERN                      AV","{'longitude': '-118.3091', 'latitude': '34.0617'}",22726,590,877,NA,12,89
"8566",440732,101715813,"2010-08-07","2010-08-07",1630,17,"Devonshire",1737,997,"TRAFFIC COLLISION","",53,"F","H",101,"STREET","HAYVENHURST                  AV","SAN FERNANDO MISSION         BL","{'longitude': '-118.4934', 'latitude': '34.272'}",19329,78,382,NA,2,79
"8567",309179,130712098,"2013-07-05","2013-07-05",630,7,"Wilshire",784,997,"TRAFFIC COLLISION","4027 3004 3030 3035 3037 3101 3401 3701",48,"M","H",101,"STREET","WASHINGTON                   BL","LA BREA                      AV","{'longitude': '-118.3475', 'latitude': '34.0404'}",23080,652,1109,NA,12,69
"8568",145263,160516531,"2016-09-30","2016-09-30",630,5,"Harbor",517,997,"TRAFFIC COLLISION","0605 3029 3025 3036 3008",61,"M","H",101,"STREET","SANFORD                      ST","OPP                          ST","{'longitude': '-118.2582', 'latitude': '33.7873'}",3350,961,640,NA,15,15
"8569",250261,140620635,"2014-10-14","2014-10-14",1410,6,"Hollywood",668,997,"TRAFFIC COLLISION","3004 3028 3030 3035 3037 3101 3401 3701 4027",30,"F","W",101,"STREET","SUNSET","WESTERN","{'longitude': '-118.3092', 'latitude': '34.0981'}",23445,428,456,16,8,58
"8570",99296,171714641,"2017-07-21","2017-07-21",1700,17,"Devonshire",1747,997,"TRAFFIC COLLISION","3030 3037 3006 3028 3101 3401 3701 4017",21,"M","X",101,"STREET","SAN JOSE                     ST","PETIT                        AV","{'longitude': '-118.4979', 'latitude': '34.2611'}",19329,85,324,NA,2,79
"8571",315812,130509866,"2013-05-13","2013-05-11",1713,5,"Harbor",516,997,"TRAFFIC COLLISION","3030 3028 3101 3004",21,"M","H",101,"STREET","OPP                          ST","MARINE                       AV","{'longitude': '-118.264', 'latitude': '33.7828'}",3350,965,1200,NA,15,15
"8572",235062,150606417,"2015-02-06","2015-02-05",1600,6,"Hollywood",666,997,"TRAFFIC COLLISION","3009 3025 3034 3037 3101 3401 3701 4027",NA,"","",101,"STREET","IVAR","DE LONGPRE","{'longitude': '-118.3288', 'latitude': '34.0962'}",23446,424,468,NA,8,34
"8573",33702,181614025,"2018-09-11","2018-09-11",1500,16,"Foothill",1665,997,"TRAFFIC COLLISION","3004 3037 3034 3028 3101 3401 3701 4026",60,"M","W",101,"STREET","SHELDON                      ST","SAN FERNANDO                 RD","{'longitude': '-118.3787', 'latitude': '34.2498'}",19335,155,1222,8,1,9
"8574",270224,142010209,"2014-05-16","2014-05-15",2000,20,"Olympic",2036,997,"TRAFFIC COLLISION","4027 3004 3026 3035 3036 3101 3401 3701",27,"F","W",101,"STREET","CATALINA                     ST","WILSHIRE                     BL","{'longitude': '-118.2954', 'latitude': '34.0618'}",22726,597,1316,NA,12,89
"8575",372785,120905883,"2012-02-05","2012-02-05",300,9,"Van Nuys",969,997,"TRAFFIC COLLISION","3006 3401 3701 3028 3101",NA,"X","X",101,"STREET","5000    COLDWATER CANYON             AV","","{'longitude': '-118.4137', 'latitude': '34.1613'}",19736,203,689,NA,7,NA
"8576",76204,171325664,"2017-12-10","2017-12-10",905,13,"Newton",1383,997,"TRAFFIC COLLISION","3101 3401 3701 3004 3026 3036 3602",22,"F","H",101,"STREET","BROADWAY","54TH                         ST","{'longitude': '-118.2739', 'latitude': '33.9858'}",22352,786,858,7,13,46
"8577",371181,120607828,"2012-02-20","2012-02-18",2240,6,"Hollywood",665,997,"TRAFFIC COLLISION","",24,"M","H",101,"STREET","WILLOUGHBY","LA BREA","{'longitude': '-118.3441', 'latitude': '34.0871'}",23677,446,805,NA,6,26
"8578",249938,140814906,"2014-10-18","2014-10-17",1930,8,"West LA",847,997,"TRAFFIC COLLISION","3004 3027 3034 3036 3101 3401 3701 4027",32,"F","A",101,"STREET","OLYMPIC                      BL","OVERLAND                     AV","{'longitude': '-118.4281', 'latitude': '34.046'}",24029,871,816,9,6,75
"8579",453141,101111129,"2010-04-27","2010-04-27",905,11,"Northeast",1171,997,"TRAFFIC COLLISION","",NA,"","",101,"STREET","LUCILE                       AV","SUNSET                       BL","{'longitude': '-118.278', 'latitude': '34.0921'}",23444,467,596,NA,8,90
"8580",457191,101210561,"2010-03-25","2010-03-25",1930,12,"77th Street",1266,997,"TRAFFIC COLLISION","0605",44,"M","B",101,"STREET","81ST                         ST","VERMONT                      AV","{'longitude': '-118.2914', 'latitude': '33.9655'}",23675,782,1360,7,14,45
"8581",2533,191309442,"2019-04-08","2019-04-08",1450,13,"Newton",1372,997,"TRAFFIC COLLISION","3101 3701 3004 3030 3401",29,"M","H",101,"STREET","SLAUSON                      AV","AVALON                       BL","{'longitude': '-118.2652', 'latitude': '33.9893'}",22727,725,895,7,13,NA
"8582",105120,171712721,"2017-06-15","2017-06-14",2155,17,"Devonshire",1737,997,"TRAFFIC COLLISION","3011 3037 3034 3030 3028 3101 3401 3701 4026",50,"M","W",101,"STREET","RUFFNER                      AV","SIMONDS                      ST","{'longitude': '-118.4978', 'latitude': '34.2764'}",19329,78,382,NA,2,79
"8583",375497,120804637,"2012-01-15","2012-01-15",430,8,"West LA",819,997,"TRAFFIC COLLISION","0605",NA,"M","W",101,"STREET","10100 W  SUNSET                       BL","","{'longitude': '-118.4261', 'latitude': '34.0809'}",24037,828,770,NA,6,81
"8584",67586,181505916,"2018-02-07","2018-02-06",1825,15,"N Hollywood",1555,997,"TRAFFIC COLLISION","3004 3036 3030 3028 3101 3401 3701 4026",NA,"M","W",101,"STREET","MAGNOLIA                     BL","BLUEBELL                     AV","{'longitude': '-118.3742', 'latitude': '34.1589'}",8488,211,1333,NA,5,13
"8585",225951,152108588,"2015-04-11","2015-04-10",1600,21,"Topanga",2137,997,"TRAFFIC COLLISION","3004 3030 3028 3101 3401 3701 4010 3037",45,"F","B",101,"STREET","VALERIO                      ST","DE SOTO                      AV","{'longitude': '-118.5885', 'latitude': '34.2047'}",4278,271,273,NA,4,37
"8586",179890,161617689,"2016-12-22","2016-02-21",2155,16,"Foothill",1664,997,"TRAFFIC COLLISION","",NA,"M","H",101,"STREET","BRANFORD                     ST","GLENOAKS                     BL","{'longitude': '-118.3934', 'latitude': '34.2554'}",18907,32,330,NA,1,9
"8587",80597,170920504,"2017-11-15","2017-11-14",1800,9,"Van Nuys",971,997,"TRAFFIC COLLISION","3004 3037 3029 3026 3101 3401 3701 4026",34,"M","O",101,"STREET","VENTURA                      BL","SEPULVEDA                    BL","{'longitude': '-118.4662', 'latitude': '34.1538'}",19732,335,565,6,7,83
"8588",268195,141213505,"2014-06-01","2014-05-31",1715,12,"77th Street",1255,997,"TRAFFIC COLLISION","3004 3028 3030 3102 4012",47,"M","B",101,"STREET","FLORENCE                     AV","VERMONT","{'longitude': '-118.2916', 'latitude': '33.9746'}",23675,777,1161,7,14,NA
"8589",126051,171306016,"2017-02-02","2017-02-02",1230,13,"Newton",1385,997,"TRAFFIC COLLISION","3101 3401 3701 3004 3026 3029",41,"M","H",101,"STREET","AVALON                       BL","SLAUSON                      AV","{'longitude': '-118.2652', 'latitude': '33.9893'}",22727,725,895,7,13,NA
"8590",314496,131010240,"2013-05-23","2013-05-22",1830,10,"West Valley",1078,997,"TRAFFIC COLLISION","4008 0605 1300 3004 3028 3030 3037 3101 3401 3701",30,"F","W",101,"STREET","VENTURA","WOODLEY","{'longitude': '-118.4836', 'latitude': '34.1564'}",19737,338,665,6,6,62
"8591",281882,141105855,"2014-02-11","2014-02-11",1615,11,"Northeast",1126,997,"TRAFFIC COLLISION","3101 3401 3701 3004 3026",60,"M","W",101,"STREET","YORK                         BL","AVE 51","{'longitude': '-118.2048', 'latitude': '34.1211'}",23673,366,1435,NA,9,93
"8592",54461,181910249,"2018-04-30","2018-04-30",1330,19,"Mission",1962,997,"TRAFFIC COLLISION","3003 3037 3032 3026 3102 3401 3701 4026",50,"M","H",101,"STREET","NOBLE                        AV","PLUMMER                      ST","{'longitude': '-118.461', 'latitude': '34.2427'}",18914,114,415,NA,1,73
"8593",70733,181604611,"2018-01-17","2018-01-16",1907,16,"Foothill",1656,997,"TRAFFIC COLLISION","3037 3030 3028 3102 3401 3701 4026 3006 3032",52,"M","O",108,"PARKING LOT","FOOTHILL                     BL","MOUNT GLEASON                AV","{'longitude': '-118.3027', 'latitude': '34.2595'}",3221,12,530,18,1,7
